optt_nbtm_s,target,0
0.63,2,1
0.6282,1,1
0.6007,2,1
0.6262,1,1
0.6257,2,1
0.6254,1,1
0.6243,1,1
0.6236,1,1
0.6235,2,1
0.6235,1,1
0.6329,2,1
0.6335,1,1
0.6337,1,1
0.6341,1,1
0.6409999999999999,2,1
0.6405,2,1
0.6403,2,1
0.6392,1,1
0.6389,1,1
0.6374,2,1
0.6371,1,1
0.6362,1,1
0.6361,1,1
0.6359,2,1
0.6358,1,1
0.6353,1,1
0.6349,1,1
0.6346,1,1
0.6343,2,1
0.6232,1,1
0.6213,1,1
0.6205,1,1
0.6098,1,1
0.6088,1,1
0.6083,1,1
0.6082,1,1
0.6081,1,1
0.6069,1,1
0.6064,1,1
0.6047,1,1
0.604,2,1
0.6039,1,1
0.6036,1,1
0.6035,1,1
0.603,2,1
0.603,1,1
0.6025,1,1
0.6016,1,1
0.6093,1,1
0.61,1,1
0.6194,1,1
0.6103,1,1
0.6189,1,1
0.6185,1,1
0.6184,1,1
0.6165,1,1
0.6164,2,1
0.6161,2,1
0.6158,0,1
0.6153,2,1
0.6145,1,1
0.6143,1,1
0.6127,1,1
0.6123,1,1
0.6119,1,1
0.6113,2,1
0.6105,2,1
0.5516,2,1
0.5509,1,1
0.5508,1,1
0.4856,1,1
0.4896,2,1
0.4882,1,1
0.4877,1,1
0.487,1,1
0.4869,2,1
0.4865,2,1
0.486,2,1
0.4851,2,1
0.5124,2,1
0.4848,2,1
0.483,2,1
0.483,0,1
0.4829,2,1
0.4825,1,1
0.4822,1,1
0.4821,1,1
0.4905,2,1
0.4928,1,1
0.4936,1,1
0.4945,1,1
0.5091,2,1
0.509,2,1
0.5085,1,1
0.5073,1,1
0.5071,2,1
0.507,1,1
0.5063,1,1
0.5059,1,1
0.503,1,1
0.4996,1,1
0.4973,1,1
0.4963,2,1
0.4962,1,1
0.4957,1,1
0.4947,2,1
0.4819,1,1
0.4811,0,1
0.481,1,1
0.4697,1,1
0.4685,1,1
0.4678,2,1
0.4673,1,1
0.4672,1,1
0.4659,2,1
0.4654,1,1
0.465,1,1
0.4647,1,1
0.4638,1,1
0.4635,2,1
0.463,1,1
0.4622,2,1
0.4607,1,1
0.4604,1,1
0.4602,1,1
0.4689,2,1
0.4711,1,1
0.4803,1,1
0.4716,2,1
0.4798,2,1
0.4795,1,1
0.4794,1,1
0.4778,2,1
0.4778,1,1
0.4776,1,1
0.4768,1,1
0.4757,1,1
0.4755,1,1
0.4753,1,1
0.4752,1,1
0.4751,1,1
0.4737,1,1
0.4724,1,1
0.4723,1,1
0.512,1,1
0.5125,2,1
0.5506,1,1
0.539,1,1
0.5423,0,1
0.5422,1,1
0.542,1,1
0.5406,1,1
0.5402,1,1
0.54,1,1
0.5399,1,1
0.5383,2,1
0.5145,1,1
0.5382,1,1
0.5374,1,1
0.5363,2,1
0.5361,1,1
0.5359,1,1
0.5357,1,1
0.5356,1,1
0.5429999999999999,2,1
0.5431,0,1
0.5434,2,1
0.5435,0,1
0.5504,2,1
0.5497,1,1
0.5489999999999999,1,1
0.5488,1,1
0.5486,2,1
0.5486,1,1
0.5482,1,1
0.5474,1,1
0.5467,1,1
0.5465,2,1
0.5465,1,1
0.5461,0,1
0.546,1,1
0.545,1,1
0.5436,1,1
0.5352,1,1
0.5341,1,1
0.5339,2,1
0.5213,2,1
0.521,0,1
0.5203,1,1
0.5197,1,1
0.5196,1,1
0.5182,1,1
0.5177,2,1
0.5176,1,1
0.5163,2,1
0.5159,2,1
0.5156,1,1
0.5155,1,1
0.5152,1,1
0.5149,2,1
0.5147,1,1
0.5146,1,1
0.5211,1,1
0.5216,1,1
0.5333,1,1
0.5231,1,1
0.5329999999999999,2,1
0.5321,1,1
0.5315,1,1
0.5302,1,1
0.5296,1,1
0.5284,1,1
0.5278,1,1
0.5276,2,1
0.5268,1,1
0.5259,1,1
0.5258,2,1
0.5257,1,1
0.5256,1,1
0.5252,2,1
0.5239,1,1
0.3049,2,1
0.3048,1,1
0.3038,2,1
0.095,1,1
0.0986,1,1
0.0981,1,1
0.0979,1,1
0.0965,2,1
0.096,2,1
0.0958,1,1
0.0954,2,1
0.0949,1,1
0.093,1,1
0.0946,1,1
0.0941,2,1
0.0939,2,1
0.0938,1,1
0.0937,1,1
0.0935,2,1
0.0935,1,1
0.0987,1,1
0.0988,1,1
0.0988,2,1
0.0995,1,1
0.1051,2,1
0.1047,1,1
0.1044,1,1
0.1043,2,1
0.1028,1,1
0.1027,2,1
0.1018,1,1
0.1016,2,1
0.1015,1,1
0.1012,2,1
0.1006,2,1
0.1006,1,1
0.1003,1,1
0.1,1,1
0.0999,2,1
0.0931,1,1
0.0919,1,1
0.3025,1,1
0.0784,1,1
0.0823,1,1
0.08199999999999999,2,1
0.08199999999999999,1,1
0.0808,1,1
0.0804,2,1
0.0791,1,1
0.0788,2,1
0.0776,1,1
0.0901,1,1
0.0773,1,1
0.0771,1,1
0.0764,1,1
0.0763,1,1
0.0755,1,1
0.0753,2,1
0.0748,1,1
0.0825,1,1
0.0826,2,1
0.0829,1,1
0.083,2,1
0.0893,2,1
0.0879,1,1
0.0873,1,1
0.087,1,1
0.0869,2,1
0.0867,2,1
0.0863,2,1
0.0853,2,1
0.0852,2,1
0.0851,2,1
0.0849,1,1
0.0846,1,1
0.0841,1,1
0.084,2,1
0.0835,1,1
0.1057,0,1
0.1062,1,1
0.1064,1,1
0.1291,1,1
0.1317,2,1
0.1317,1,1
0.1315,1,1
0.1306,2,1
0.1301,1,1
0.1296,2,1
0.1294,2,1
0.1287,2,1
0.1067,1,1
0.1282,1,1
0.1278,1,1
0.1275,1,1
0.1274,2,1
0.1268,1,1
0.1265,2,1
0.1261,1,1
0.1325,2,1
0.1337,2,1
0.1352,2,1
0.1354,1,1
0.1416,1,1
0.1414,1,1
0.1411,2,1
0.1411,1,1
0.1401,1,1
0.14,1,1
0.1398,1,1
0.1392,2,1
0.1388,1,1
0.1384,1,1
0.1374,2,1
0.1366,2,1
0.1365,2,1
0.1362,1,1
0.1358,1,1
0.1259,2,1
0.1252,1,1
0.1242,1,1
0.1153,1,1
0.1135,1,1
0.1134,1,1
0.1117,2,1
0.1117,1,1
0.1106,1,1
0.1104,1,1
0.1103,1,1
0.1102,2,1
0.1089,2,1
0.1085,1,1
0.1076,1,1
0.1073,2,1
0.1073,1,1
0.1071,1,1
0.1069,1,1
0.1146,1,1
0.1157,1,1
0.1241,0,1
0.1158,1,1
0.1229,2,1
0.1229,1,1
0.1224,2,1
0.122,1,1
0.1215,1,1
0.1212,2,1
0.1208,1,1
0.1202,2,1
0.1202,1,1
0.1187,1,1
0.1182,1,1
0.1176,2,1
0.1174,1,1
0.1169,1,1
0.1158,2,1
0.0742,1,1
0.0735,2,1
0.0728,2,1
0.0214,1,1
0.0248,2,1
0.0241,1,1
0.0238,2,1
0.0236,1,1
0.0232,1,1
0.0229,1,1
0.022,1,1
0.0206,1,1
0.0349,1,1
0.0204,1,1
0.0197,2,1
0.0187,1,1
0.0179,2,1
0.0176,1,1
0.017,1,1
0.0169,2,1
0.0249,1,1
0.0252,2,1
0.0268,2,1
0.0271,1,1
0.0345,1,1
0.0338,1,1
0.0328,2,1
0.0327,1,1
0.0322,1,1
0.0321,1,1
0.0319,1,1
0.0306,1,1
0.03,2,1
0.0291,2,1
0.0289,1,1
0.0285,2,1
0.0279,1,1
0.0278,1,1
0.0273,1,1
0.0165,1,1
0.0164,1,1
0.0157,1,1
0.0063,1,1
0.0056,1,1
0.0051,1,1
0.005,1,1
0.0049,1,1
0.004,1,1
0.0034,1,1
0.0033,1,1
0.0032,1,1
0.0028,1,1
0.0024,1,1
0.0022,1,1
0.0017,2,1
0.0017,1,1
0.0013,1,1
0.0005,2,1
0.0061,1,1
0.0065,1,1
0.0155,1,1
0.0091,1,1
0.0144,1,1
0.0141,1,1
0.0134,1,1
0.0129,2,1
0.0128,1,1
0.0124,1,1
0.0123,1,1
0.0114,2,1
0.0113,1,1
0.0108,1,1
0.0107,1,1
0.0106,2,1
0.0101,1,1
0.0099,2,1
0.0096,2,1
0.0347,2,1
0.0354,1,1
0.0718,1,1
0.061,1,1
0.0622,1,1
0.0617,1,1
0.0615,2,1
0.0614,2,1
0.0614,1,1
0.0613,1,1
0.0611,1,1
0.0609,1,1
0.0355,1,1
0.0599,0,1
0.0598,2,1
0.0597,1,1
0.0594,2,1
0.0588,1,1
0.0585,1,1
0.0581,1,1
0.0627,2,1
0.0634,1,1
0.0635,1,1
0.0642,1,1
0.0717,1,1
0.0714,1,1
0.0703,2,1
0.0702,1,1
0.0695,1,1
0.0692,1,1
0.0682,1,1
0.0675,1,1
0.0668,1,1
0.0662,1,1
0.0655,2,1
0.0655,1,1
0.0652,1,1
0.0651,1,1
0.0648,1,1
0.0571,1,1
0.0563,1,1
0.0562,1,1
0.0442,1,1
0.0438,2,1
0.0432,2,1
0.042,2,1
0.0419,1,1
0.0414,2,1
0.0407,1,1
0.0398,1,1
0.0396,1,1
0.0388,1,1
0.0387,1,1
0.038,1,1
0.0377,1,1
0.0372,1,1
0.0361,1,1
0.036000000000000004,1,1
0.0441,1,1
0.0446,1,1
0.0554,1,1
0.0448,1,1
0.0553,1,1
0.0552,2,1
0.0546,2,1
0.0542,1,1
0.0531,1,1
0.052000000000000005,1,1
0.0505,1,1
0.0504,1,1
0.05,1,1
0.049,2,1
0.0485,1,1
0.0482,1,1
0.0477,1,1
0.0456,2,1
0.0456,1,1
0.1432,2,1
0.1435,2,1
0.1436,1,1
0.2427,2,1
0.2481,1,1
0.248,1,1
0.2474,1,1
0.2452,2,1
0.2448,2,1
0.2444,1,1
0.2443,1,1
0.2426,1,1
0.2623,1,1
0.2422,1,1
0.2419,2,1
0.2418,2,1
0.2416,1,1
0.2415,2,1
0.2409,2,1
0.2409,1,1
0.2483,1,1
0.2483,2,1
0.2486,1,1
0.2486,2,1
0.2603,1,1
0.26,1,1
0.2592,1,1
0.257,1,1
0.2556,1,1
0.255,1,1
0.254,1,1
0.2535,1,1
0.2528,1,1
0.2517,2,1
0.251,1,1
0.2506,1,1
0.2503,2,1
0.2501,1,1
0.2489,1,1
0.2402,1,1
0.2399,2,1
0.2395,1,1
0.2287,1,1
0.2283,1,1
0.2279,2,1
0.2275,1,1
0.2273,2,1
0.2271,1,1
0.2265,1,1
0.2254,1,1
0.2251,1,1
0.2236,1,1
0.2232,1,1
0.223,2,1
0.2227,2,1
0.2216,1,1
0.221,1,1
0.2196,1,1
0.2285,1,1
0.2288,1,1
0.2391,1,1
0.2288,2,1
0.2384,1,1
0.2383,1,1
0.2368,1,1
0.2365,1,1
0.2345,1,1
0.2344,2,1
0.2326,2,1
0.2325,1,1
0.2323,1,1
0.2321,1,1
0.2318,1,1
0.2315,1,1
0.2309,2,1
0.2301,1,1
0.2293,2,1
0.2606,1,1
0.2634,1,1
0.2191,2,1
0.2876,2,1
0.2913,1,1
0.2911,1,1
0.2901,1,1
0.2898,2,1
0.2896,1,1
0.2883,1,1
0.2879,1,1
0.2848,1,1
0.2643,1,1
0.2837,1,1
0.2836,1,1
0.2835,1,1
0.2825,1,1
0.2823,1,1
0.2821,1,1
0.2819,1,1
0.2917,2,1
0.2923,1,1
0.2938,2,1
0.2948,1,1
0.3023,2,1
0.3021,1,1
0.3013,1,1
0.3011,2,1
0.2994,1,1
0.2989,1,1
0.2986,1,1
0.2985,2,1
0.2983,1,1
0.298,2,1
0.2965,2,1
0.2964,1,1
0.29600000000000004,2,1
0.2956,2,1
0.2951,1,1
0.2813,1,1
0.281,2,1
0.2804,2,1
0.2724,1,1
0.2712,1,1
0.2706,0,1
0.2703,1,1
0.2702,1,1
0.2696,1,1
0.2694,1,1
0.2686,2,1
0.2681,1,1
0.2677,1,1
0.2669,1,1
0.2666,1,1
0.2664,1,1
0.2662,1,1
0.2661,2,1
0.2651,1,1
0.2718,1,1
0.2727,1,1
0.2803,1,1
0.273,1,1
0.2793,1,1
0.2784,1,1
0.2778,1,1
0.2777,2,1
0.2773,1,1
0.2772,2,1
0.2771,1,1
0.2767,1,1
0.2764,1,1
0.2762,1,1
0.2761,1,1
0.2755,1,1
0.275,1,1
0.2746,2,1
0.2739,1,1
0.2194,1,1
0.2186,1,1
0.1445,1,1
0.1665,2,1
0.1707,1,1
0.1704,1,1
0.1696,1,1
0.1683,2,1
0.168,2,1
0.1674,1,1
0.1666,1,1
0.1662,1,1
0.1811,1,1
0.1655,2,1
0.1652,1,1
0.1643,1,1
0.1639,1,1
0.1638,1,1
0.1636,2,1
0.1636,1,1
0.1729,1,1
0.1742,1,1
0.1743,1,1
0.1755,2,1
0.1803,2,1
0.1796,1,1
0.1793,2,1
0.1793,1,1
0.1791,1,1
0.179,1,1
0.1788,2,1
0.1788,1,1
0.1781,1,1
0.1777,1,1
0.1775,1,1
0.1765,2,1
0.1765,1,1
0.1758,2,1
0.1757,1,1
0.1623,1,1
0.1621,1,1
0.1619,2,1
0.1551,1,1
0.1504,1,1
0.1497,1,1
0.1485,1,1
0.1483,1,1
0.1479,1,1
0.1477,1,1
0.1471,1,1
0.1465,2,1
0.1458,1,1
0.1455,1,1
0.1453,1,1
0.1451,1,1
0.145,2,1
0.1449,1,1
0.1448,1,1
0.1513,1,1
0.1556,1,1
0.1612,1,1
0.156,1,1
0.1611,1,1
0.1609,1,1
0.1601,1,1
0.16,1,1
0.159,1,1
0.1589,2,1
0.1589,1,1
0.1587,1,1
0.1584,1,1
0.1579,1,1
0.1577,1,1
0.1572,2,1
0.157,2,1
0.1567,1,1
0.1562,1,1
0.1808,2,1
0.182,1,1
0.2182,1,1
0.2051,1,1
0.2082,2,1
0.2079,1,1
0.2077,2,1
0.2072,2,1
0.2056,1,1
0.2055,1,1
0.2051,2,1
0.205,2,1
0.182,2,1
0.2046,2,1
0.2042,1,1
0.2041,1,1
0.2036,1,1
0.2033,1,1
0.2019,1,1
0.2009,1,1
0.2084,1,1
0.2086,0,1
0.2089,1,1
0.2091,1,1
0.2175,2,1
0.217,2,1
0.2163,1,1
0.2161,1,1
0.21600000000000005,1,1
0.2148,2,1
0.2141,2,1
0.213,1,1
0.2123,1,1
0.2119,1,1
0.2111,1,1
0.2105,1,1
0.2101,0,1
0.2095,1,1
0.2093,1,1
0.2003,1,1
0.2001,1,1
0.1994,1,1
0.1912,1,1
0.1905,2,1
0.1901,1,1
0.1894,1,1
0.1893,1,1
0.1888,1,1
0.1885,2,1
0.1883,1,1
0.188,1,1
0.1858,1,1
0.1854,2,1
0.1853,2,1
0.184,1,1
0.1839,1,1
0.1833,1,1
0.1822,1,1
0.191,1,1
0.1915,2,1
0.199,1,1
0.1924,2,1
0.1989,1,1
0.1984,1,1
0.1977,2,1
0.1974,1,1
0.1968,1,1
0.1963,1,1
0.1962,2,1
0.1959,2,1
0.1955,1,1
0.1953,1,1
0.1952,1,1
0.1951,1,1
0.1948,1,1
0.1947,2,1
0.1941,1,1
0.6428,1,1
0.6435,1,1
1.4366,1,1
1.149,1,1
1.1545,1,1
1.1541,1,1
1.1537,1,1
1.1519,2,1
1.1508,1,1
1.1501,1,1
1.1493,2,1
1.1487,1,1
1.1427,1,1
1.1468,2,1
1.1467,2,1
1.1461,1,1
1.1451,1,1
1.1444,1,1
1.1442,1,1
1.1441,1,1
1.1562,1,1
1.1568,1,1
1.1569,1,1
1.1583,1,1
1.1719,2,1
1.1714,2,1
1.1702,1,1
1.1699,1,1
1.1688,1,1
1.1663,1,1
1.1644,1,1
1.1641,1,1
1.1631,2,1
1.1603,2,1
1.1602,1,1
1.1599,2,1
1.1596,1,1
1.1591,1,1
1.1588,2,1
1.1438,1,1
1.1421,1,1
1.2145,1,1
1.1248,1,1
1.1307,1,1
1.1301,1,1
1.1298,1,1
1.1295,1,1
1.1279,2,1
1.1269,1,1
1.1262,1,1
1.1244,2,1
1.1418,1,1
1.1236,1,1
1.1235,1,1
1.122,1,1
1.1218,1,1
1.1217,1,1
1.121,1,1
1.1206,1,1
1.1312,1,1
1.1314,1,1
1.1321,1,1
1.1333,1,1
1.1412,1,1
1.1407,1,1
1.1399,1,1
1.139,1,1
1.1386,1,1
1.1382,1,1
1.1372,1,1
1.1369,1,1
1.1366,1,1
1.1365,1,1
1.1364,1,1
1.1353,2,1
1.1353,1,1
1.1346,1,1
1.1343,1,1
1.1721,1,1
1.1733,1,1
1.1736,1,1
1.2003,1,1
1.2037,0,1
1.2036,2,1
1.2031,1,1
1.2024,1,1
1.2022,1,1
1.2017,1,1
1.2009999999999998,2,1
1.2002,1,1
1.1737,2,1
1.1994,1,1
1.199,1,1
1.1989,1,1
1.1988,1,1
1.1987,2,1
1.1978,1,1
1.1963,1,1
1.2046,1,1
1.2046,2,1
1.2048,1,1
1.205,1,1
1.2128,1,1
1.2118,1,1
1.2115,1,1
1.2112,1,1
1.2109,2,1
1.2106,1,1
1.2101,1,1
1.2093,1,1
1.209,2,1
1.209,1,1
1.2089,2,1
1.208,1,1
1.2076,2,1
1.2072,2,1
1.2057,1,1
1.1948,2,1
1.1933,1,1
1.1931,1,1
1.1807,1,1
1.1789,2,1
1.1787,1,1
1.178,1,1
1.1777,1,1
1.1773,1,1
1.177,1,1
1.1761,1,1
1.176,2,1
1.176,1,1
1.1754,2,1
1.1753,1,1
1.1749,1,1
1.1748,1,1
1.1744,1,1
1.1741,1,1
1.1799,1,1
1.181,1,1
1.1922,1,1
1.1814,1,1
1.1917,2,1
1.1905,1,1
1.1885,1,1
1.1879,1,1
1.1874,1,1
1.1861,1,1
1.186,1,1
1.1852,1,1
1.185,1,1
1.1848,1,1
1.1842,1,1
1.1837,2,1
1.1833,2,1
1.1833,1,1
1.1832,1,1
1.1193,1,1
1.1185,1,1
1.1181,1,1
1.0661,2,1
1.0698,1,1
1.0689,1,1
1.0685,2,1
1.0668,1,1
1.0667,2,1
1.0666,1,1
1.0662,2,1
1.0659,1,1
1.0796,2,1
1.0655,1,1
1.065,1,1
1.0646,1,1
1.0639,1,1
1.0635,1,1
1.0633,1,1
1.0623,1,1
1.0699,1,1
1.0701,1,1
1.0705,1,1
1.071,2,1
1.0789,1,1
1.078,1,1
1.0776,2,1
1.0776,1,1
1.0771,1,1
1.077,1,1
1.0767,1,1
1.0766,2,1
1.0764,1,1
1.0761,1,1
1.0756,1,1
1.0754,1,1
1.0751,2,1
1.0742,1,1
1.0715,1,1
1.062,1,1
1.0619,1,1
1.0618,1,1
1.0498,1,1
1.0491,1,1
1.0487,1,1
1.0485,2,1
1.0476,1,1
1.0475,1,1
1.0474,1,1
1.0471,1,1
1.0469,1,1
1.0468,1,1
1.0465,1,1
1.0453,1,1
1.0451,1,1
1.0447,1,1
1.0443,1,1
1.0423,1,1
1.0495,1,1
1.0508,1,1
1.0608,1,1
1.0517,1,1
1.0603,1,1
1.0597,1,1
1.0590000000000002,1,1
1.058,2,1
1.0569,0,1
1.0565,1,1
1.0557,2,1
1.0555,1,1
1.0553,1,1
1.0551,1,1
1.0542,1,1
1.0538,1,1
1.0534,1,1
1.0524,1,1
1.0523,1,1
1.0796,1,1
1.0801,1,1
1.1178,1,1
1.1066,1,1
1.1088,1,1
1.1087,1,1
1.1086,2,1
1.1076,1,1
1.1075,1,1
1.1072,1,1
1.1069,1,1
1.1059,1,1
1.0815,2,1
1.1044,1,1
1.1039,1,1
1.1037,2,1
1.1034,1,1
1.1033,1,1
1.1029,1,1
1.1024,1,1
1.1089,1,1
1.1091,1,1
1.1093,2,1
1.1099,1,1
1.1166,1,1
1.1162,1,1
1.1161,1,1
1.116,1,1
1.1158,1,1
1.1152,1,1
1.1148,2,1
1.114,2,1
1.1136,2,1
1.113,2,1
1.1126,1,1
1.1123,1,1
1.112,1,1
1.1108,2,1
1.1104,2,1
1.1018,2,1
1.1017,1,1
1.1013,1,1
1.0887,2,1
1.0884,2,1
1.0883,1,1
1.0879,1,1
1.0875,1,1
1.0874,1,1
1.0872,1,1
1.0871,1,1
1.0858,2,1
1.0856,1,1
1.0855,1,1
1.0841,1,1
1.084,2,1
1.0834,1,1
1.0833,1,1
1.0827,2,1
1.0885,1,1
1.0888,1,1
1.1011,1,1
1.0894,1,1
1.101,2,1
1.1007,1,1
1.1003,1,1
1.099,1,1
1.0983,1,1
1.0982,2,1
1.0973,1,1
1.0952,1,1
1.095,1,1
1.0948,1,1
1.0939,2,1
1.0931,1,1
1.0919,1,1
1.0911,1,1
1.0904,1,1
1.2143,1,1
1.215,1,1
0.6447,2,1
1.3521,1,1
1.356,1,1
1.3559,1,1
1.3544,1,1
1.3542,1,1
1.3541,2,1
1.354,2,1
1.3525,1,1
1.3506,1,1
1.3465,1,1
1.3504,1,1
1.3501,1,1
1.3498,1,1
1.3493,2,1
1.3485,1,1
1.3483,1,1
1.3481,1,1
1.3564,0,1
1.3575,1,1
1.3583,1,1
1.3596,1,1
1.3717,1,1
1.3715,1,1
1.3713,1,1
1.3712,1,1
1.3695,1,1
1.3693,1,1
1.3686,1,1
1.3669,1,1
1.3663,2,1
1.3661,1,1
1.3659,1,1
1.3643,2,1
1.3627,2,1
1.361,1,1
1.3603,1,1
1.3475,1,1
1.3457,1,1
1.2158,1,1
1.327,1,1
1.3292,2,1
1.3292,1,1
1.3289,1,1
1.3285,1,1
1.3284,1,1
1.3283,2,1
1.328,2,1
1.3263,1,1
1.3456,2,1
1.3262,1,1
1.3259999999999998,1,1
1.3249,1,1
1.3248,1,1
1.3242,1,1
1.3241,1,1
1.3238,2,1
1.3294,1,1
1.3295,1,1
1.3297,1,1
1.3298,1,1
1.3433,1,1
1.342,2,1
1.3419,1,1
1.3418,1,1
1.3409,1,1
1.3396,1,1
1.339,1,1
4.2768,1,1
1.3355,1,1
1.3332,1,1
1.3330000000000002,1,1
1.3329,1,1
1.3322,1,1
1.3314,1,1
1.3312,1,1
1.3726,1,1
1.3745,1,1
1.3758,1,1
1.4155,1,1
1.4198,1,1
1.4195,1,1
1.4191,1,1
1.4183,1,1
1.418,1,1
1.4173,2,1
1.4156,1,1
1.4151,2,1
1.3776,1,1
1.4148,1,1
1.4147,1,1
1.4141,2,1
1.414,2,1
1.4101,1,1
1.4099,2,1
1.4094,1,1
1.4203,1,1
1.4212,2,1
1.4222,1,1
1.423,1,1
1.4345,1,1
1.4340000000000002,1,1
1.4331,2,1
1.432,1,1
1.4302,1,1
1.429,1,1
1.4286,1,1
1.4275,1,1
1.4273,2,1
1.4271,1,1
1.4244,1,1
1.4240000000000002,2,1
1.4239,1,1
1.4235,1,1
1.4234,1,1
1.4081,2,1
1.4074,2,1
1.4072,1,1
1.3941,1,1
1.3937,1,1
1.3929,1,1
1.3906,1,1
1.3896,2,1
1.3895,1,1
1.3889,1,1
1.3878,1,1
1.3869999999999998,1,1
1.3867,1,1
1.3842,1,1
1.3839,2,1
1.3833,1,1
1.3826,1,1
1.3805,1,1
1.3788,1,1
1.3938,1,1
1.3943,1,1
1.4066,2,1
1.3948,1,1
1.4059,1,1
1.4045,1,1
1.4038,2,1
1.4024,1,1
1.4019,1,1
1.4006,1,1
1.4,1,1
1.3992,2,1
1.3986,2,1
1.398,1,1
1.3974,1,1
1.3966,1,1
1.396,1,1
1.3955,1,1
1.3949,1,1
1.3233,1,1
1.3226,1,1
1.3222,1,1
1.2495,2,1
1.2532,1,1
1.2528,0,1
1.2527,1,1
1.2526,1,1
1.2515,1,1
1.2514,1,1
1.2498,1,1
1.2488,1,1
1.2648,1,1
1.248,1,1
1.2448,1,1
1.2434,1,1
1.243,2,1
1.2427,1,1
1.2419,1,1
1.2416,1,1
1.2538,1,1
1.2544,1,1
1.255,1,1
1.2554,1,1
1.2634,1,1
1.2632,1,1
1.2628,1,1
1.2619,1,1
1.2617,1,1
1.2612,1,1
1.26,2,1
1.26,1,1
1.2589,1,1
1.2576,1,1
1.2572,1,1
1.2564,1,1
1.2559,2,1
1.2559,1,1
1.2557,1,1
1.2393,1,1
1.2391,1,1
1.2379,1,1
1.2276,2,1
1.2244,1,1
1.2242,2,1
1.2236,1,1
1.2233,1,1
1.2231,1,1
1.2229,2,1
1.2222,1,1
1.2217,1,1
1.2216,1,1
1.2214,1,1
1.2205,1,1
1.2203,2,1
1.2194,1,1
1.2183,2,1
1.2159,1,1
1.2272,2,1
1.2278,1,1
1.2378,1,1
1.2282,1,1
1.2368,1,1
1.2365,1,1
1.2363,1,1
1.2357,1,1
1.2345,1,1
1.2343,1,1
1.2335,1,1
1.2332,2,1
1.2325,1,1
1.2319,1,1
1.2317,1,1
1.2314,1,1
1.2303,1,1
1.2289,2,1
1.2288,1,1
1.2642,2,1
1.2652,2,1
1.3219999999999998,1,1
1.3043,1,1
1.307,1,1
1.3069,1,1
1.3066,2,1
1.3061,1,1
1.3053,2,1
1.3053,1,1
1.3047,1,1
1.3036,0,1
1.2654,1,1
1.3035,2,1
1.3034,2,1
1.3029,1,1
1.3009,1,1
1.3007,1,1
1.2987,1,1
1.2951,1,1
1.3074,2,1
1.3091,1,1
1.3092,1,1
1.3096,1,1
1.3217,2,1
1.3208,1,1
1.3198,1,1
1.3181,1,1
1.3176,1,1
1.3173,1,1
1.3164,2,1
1.315,1,1
1.3144,2,1
1.3126,1,1
1.3118,2,1
1.3113,1,1
1.3112,2,1
1.3111,1,1
1.3102,1,1
1.2949,2,1
1.2943,1,1
1.2935,2,1
1.2792,1,1
1.2762,2,1
1.2754,1,1
1.2752,1,1
1.2744,1,1
1.2741,2,1
1.2739,1,1
1.2732,2,1
1.2726,1,1
1.2724,1,1
1.2709,2,1
1.27,2,1
1.2677,1,1
1.2673,1,1
1.2672,1,1
1.2669,1,1
1.2785,1,1
1.2799,1,1
1.2934,1,1
1.2811,1,1
1.2922,1,1
1.2919,1,1
1.2904,1,1
1.29,1,1
1.2899,1,1
1.2885,1,1
1.2884,1,1
1.2873,1,1
1.2867,1,1
1.2849,2,1
1.2843,1,1
1.2819,1,1
1.2818,1,1
1.2816,2,1
1.2813,1,1
1.0422,1,1
1.0417,1,1
1.0413,2,1
0.7697,1,1
0.7742,2,1
0.7736,1,1
0.7733,1,1
0.7731,1,1
0.773,1,1
0.7726,1,1
0.7701,1,1
0.7685,1,1
0.7659999999999999,1,1
0.768,1,1
0.7679,1,1
0.7678,1,1
0.7677,1,1
0.7673,1,1
0.7667,1,1
0.7666,2,1
0.7743,1,1
0.7759999999999999,1,1
0.7762,1,1
0.7764,1,1
0.7819,0,1
0.7818,1,1
0.7815,1,1
0.7811,1,1
0.7806,1,1
0.7805,2,1
0.7802,1,1
0.7801,1,1
0.78,1,1
0.7799,1,1
0.7797,1,1
0.7785,1,1
0.7778,1,1
0.7777,1,1
0.777,2,1
0.7665,2,1
0.7648,1,1
1.0407,1,1
0.7477,2,1
0.7495,1,1
0.7492,2,1
0.7487,0,1
0.7484,2,1
0.7483,1,1
0.7479,1,1
0.7478,2,1
0.7474,1,1
0.7627,2,1
0.7473,1,1
0.7472,1,1
0.7469,1,1
0.7466,1,1
0.7457,1,1
0.7435,1,1
0.7432,1,1
0.7504,2,1
0.7513,1,1
0.7521,1,1
0.753,1,1
0.7623,2,1
0.7609999999999999,1,1
0.7608,1,1
0.7606,1,1
0.76,1,1
0.7599,1,1
0.7592,1,1
0.7587,1,1
0.7578,2,1
0.7556,1,1
0.7555,1,1
0.7554,1,1
0.755,1,1
0.7541,1,1
0.7538,1,1
0.7823,2,1
0.7832,1,1
0.7833,1,1
0.8115,1,1
0.8170000000000001,1,1
0.8151,1,1
0.8143,1,1
0.8133,1,1
0.8128,1,1
0.8121,1,1
0.8115,2,1
0.8114,1,1
0.7836,2,1
0.8107,1,1
0.8105,1,1
0.8101,1,1
0.8097,1,1
0.8096,1,1
0.809,2,1
0.809,1,1
0.8172,1,1
0.8198,1,1
0.8214,1,1
0.8219,2,1
0.8376,1,1
